source_id,title,url,source_class,year,route_section,km_start,km_end,route_match_confidence,evidence_class,access_status,expected_visual_count,subagent_origin,notes,harvest_batch
YV164,Gozd Martuljek-Kranjska Gora-Mojstrana 4K,https://www.youtube.com/watch?v=qcSCBxACywg,local corridor YouTube video,unknown,late valley/final corridor,106.2,124.5,adjacent-route-medium,local corridor video context,public YouTube,thumbnail/autostill plus video review candidate,Kierkegaard,Late valley/final-corridor 4K source; useful for road/cycleway/village context pending route-frame localization.,2026-06-20-continuation-video-photo-pass
YV165,Juliana Trail ep. 1 - Kranjska Gora to Jesenice,https://www.youtube.com/watch?v=Q8vbIe1Ag5g,local trail-stage YouTube video,unknown,Kranjska Gora / Mojstrana / Jesenice Juliana Trail stages,106.2,124.5,adjacent-route-medium,local corridor video context,public YouTube,thumbnail/autostill plus video review candidate,Hegel/main flat-search continuation,Nonduplicate Juliana Trail stage 1/2 source from Kranjska Gora toward Mojstrana/Jesenice; overlaps the final valley/Dovje approach context but is not race-specific.,2026-06-20-continuation-video-photo-pass
YV166,Juliana Trail - Etapa 1: Kranjska Gora - Mojstrana,https://www.youtube.com/watch?v=-zxRNoSeO98,local trail-stage YouTube video,unknown,Kranjska Gora to Mojstrana late corridor,106.2,124.5,adjacent-route-medium-high,local corridor video context,public YouTube,thumbnail/autostill plus video review candidate,Hegel/main flat-search continuation,Specific Juliana Trail stage source for Kranjska Gora-Mojstrana; useful final-corridor surface context pending route/frame comparison.,2026-06-20-continuation-video-photo-pass
YV167,Juliana trail day 11 Kranjska Gora-Mojstrana,https://www.youtube.com/watch?v=Fu4UDkMm9Ow,local trail-stage YouTube video,unknown,Kranjska Gora to Mojstrana plus Pericnik side trip,106.2,124.5,adjacent-route-medium,local corridor video context,public YouTube,thumbnail/autostill plus video review candidate,Hegel/main flat-search continuation,Late-corridor hiking video with Kranjska Gora/Mojstrana anchor; includes a Pericnik side-trip caveat and needs frame localization.,2026-06-20-continuation-video-photo-pass
YV168,Babji zob,https://www.youtube.com/watch?v=pmCQfu5TEJw,local hiking YouTube video,unknown,Babji zob / Kupljenik block,20.6,29.0,same-location-medium-high,local route-section video context,public YouTube,thumbnail/autostill plus video review candidate,Hegel/main flat-search continuation,Nonduplicate Babji zob source from Janez Pikon; strong named-location context for the Kupljenik/Babji zob weak-evidence pocket pending frame review.,2026-06-20-continuation-video-photo-pass
YV169,Babji zob,https://www.youtube.com/watch?v=-QB6kHlpblQ,local hiking YouTube video,unknown,Babji zob / Kupljenik block,20.6,29.0,same-location-medium-high,local route-section video context,public YouTube,thumbnail/autostill plus video review candidate,Hegel/main flat-search continuation,"Second nonduplicate Babji zob video source; title alone is broad, so retain as named-area visual context until frames are reviewed.",2026-06-20-continuation-video-photo-pass
YV170,Jelovica Talez,https://www.youtube.com/watch?v=KBuCoJTOGQc,local hiking YouTube video,unknown,Talez / Jelovica early-course context,0.0,20.7,same-location-medium-high,local route-section video context,public YouTube,thumbnail/autostill plus video review candidate,Hegel/main flat-search continuation,Named Jelovica/Talez source for early-course terrain context; exact race-line overlap requires frame comparison.,2026-06-20-continuation-video-photo-pass
YV171,Pohod na DOVSKO BABO s pogledom na TRIGLAV,https://www.youtube.com/watch?v=TyGrd576ng0,local hiking YouTube video,unknown,Dovska Baba / Dovje-side Karawanks,96.0,106.2,adjacent-route-medium-high,local route-adjacent video context,public YouTube,thumbnail/autostill plus video review candidate,Hegel/main flat-search continuation,Dovska Baba hiking source with strong late-Karawanks named-anchor value; not direct race proof until matched against the GPX.,2026-06-20-continuation-video-photo-pass
YV172,MTB Dovska Baba,https://www.youtube.com/watch?v=e0DtD_dH34A,local MTB YouTube video,unknown,Dovska Baba / Dovje-side Karawanks,96.0,106.2,adjacent-route-medium,local route-adjacent video context,public YouTube,thumbnail/autostill plus video review candidate,Hegel/main flat-search continuation,MTB Dovska Baba source; useful terrain context for the late Karawanks but cycling lines and surface handling may diverge from the race route.,2026-06-20-continuation-video-photo-pass
YV173,Gozd Martuljek and Mojstrana,https://www.youtube.com/watch?v=JdeXejaZsJI,local corridor YouTube video,unknown,Mojstrana / Gozd Martuljek late valley corridor,106.2,119.5,same-location-medium,local corridor video context,public YouTube,thumbnail/autostill plus video review candidate,main targeted weak-gap flat search,Nonduplicate local video directly naming Gozd Martuljek and Mojstrana; useful for the Dovje-to-Gozd weak visual-density corridor pending frame localization.,2026-06-20-continuation-video-photo-pass
YV174,Trail Running - Activities in Kranjska Gora,https://www.youtube.com/watch?v=9-SCKkgGclc,local tourism trail-running YouTube video,unknown,Kranjska Gora trail-running context,117.1,124.5,event-context-medium,local trail-running video context,public YouTube,thumbnail/autostill plus video review candidate,main targeted weak-gap flat search,"Kranjska Gora tourism trail-running source; not race-specific, but visually relevant to final-area running terrain and local trail marketing context.",2026-06-20-continuation-video-photo-pass
YV175,Trupejevo poldne,https://www.youtube.com/watch?v=ZMVoWAK1eM0,local hiking YouTube video,unknown,Srednji Vrh / Trupejevo poldne final mountain context,117.1,122.5,adjacent-route-medium,local route-adjacent video context,public YouTube,thumbnail/autostill plus video review candidate,main targeted weak-gap flat search,Nonduplicate Trupejevo poldne source for the final Srednji Vrh/Karawanks context; exact race-line overlap requires frame comparison.,2026-06-20-continuation-video-photo-pass
YV176,Na Hruski vrh in Klek prek Jeseniske planine iz planine pod Golico,https://www.youtube.com/watch?v=X2a9Bckgh7g,local hiking YouTube video,unknown,Golica / Hruski vrh / Klek late Karawanks context,88.0,106.2,adjacent-route-medium,local route-adjacent video context,public YouTube,thumbnail/autostill plus video review candidate,main targeted weak-gap flat search,"Hruski vrh/Klek route from Planina pod Golico; useful for the Sedlo Suha-to-Dovje weak exact-photo area, with adjacent-route caveat.",2026-06-20-continuation-video-photo-pass
YV177,Golica 2023,https://www.youtube.com/watch?v=PZuB2F31Fws,local hiking YouTube video,2023,Golica / Sedlo Suha ridge context,77.4,91.2,same-location-medium,local route-section video context,public YouTube,thumbnail/autostill plus video review candidate,main targeted weak-gap flat search,Nonduplicate Golica video for the Stol/Sedlo Suha/Golica block; location is strong but frame-level route match is still needed.,2026-06-20-continuation-video-photo-pass
YV178,Kranjska Gora Trail Run - 60 km,https://www.youtube.com/watch?v=6ftWUE6u2H8,older race YouTube video,unknown,Kranjska Gora Trail Run 60 km / likely back-half event context,60.0,124.5,older-overlap-low-medium,older race video context,public YouTube,thumbnail/autostill plus video review candidate,main targeted weak-gap flat search,Older Kranjska Gora Trail Run 60 km source; potentially related event/back-half terrain but not current 120K proof without historical route comparison.,2026-06-20-continuation-video-photo-pass
YV179,Kranjska Gora trail run 2019 - After Movie,https://www.youtube.com/watch?v=JHALGJGIvGA,official older event YouTube video,2019,older Kranjska Gora Trail Run event-wide imagery,0.0,124.5,older-event-context,official older event video context,public YouTube,thumbnail/autostill plus video review candidate,main targeted weak-gap flat search,"Official channel older aftermovie for the predecessor event; useful for historical event imagery, not current-route direct evidence.",2026-06-20-continuation-video-photo-pass
YV180,Running Vlog - Alpy Julijskie - na gore Stol i z powrotem,https://www.youtube.com/watch?v=w7rs71pQinE,local running YouTube video,unknown,Stol climb/descent running context,59.9,78.0,same-location-medium-high,local route-section running video context,public YouTube,thumbnail/autostill plus video review candidate,main targeted weak-gap flat search,"Running-specific Stol video; useful for movement/surface context around the Stol block, but not race-specific without route comparison.",2026-06-20-continuation-video-photo-pass
YV181,Surprise in race to my athlete at Julian Alps Trail by UTMB 50K,https://www.youtube.com/watch?v=818JWx5oLFk,runner/coach YouTube video,2025,50K/Sky Trail overlap race support video,60,124.5,overlap-route-medium,direct social/race video on overlapping course,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Nonduplicate 2025 result from fresh vlog search. Title explicitly names Julian Alps Trail by UTMB and 50km/2700D+; retain as overlap visual context pending frame audit.,2026-06-20-continuation-video-photo-pass
YV182,Pregnant runner vlog: Slovenia Julian Alps UTMB 50K and 25K,https://www.youtube.com/watch?v=499KrRNjCxc,runner YouTube video,2025,50K/25K race-weekend overlap and final-area context,60,124.5,overlap-route-medium,direct runner race video on overlapping/shorter courses,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,"Nonduplicate 2025 vlog result explicitly naming Slovenia Julian Alps UTMB 50K and 25K; use as overlap/final-area imagery, not full 120K proof.",2026-06-20-continuation-video-photo-pass
YV183,Julian Alps Ultra Trail 2024 by UTMB,https://www.youtube.com/watch?v=-LX7f1Lfi3w,runner YouTube video,2024,previous-year Julian Alps race context,0,124.5,direct-previous-year-distance,direct runner race video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,"Nonduplicate title-matched 2024 Julian Alps Ultra Trail by UTMB video. Distance unknown from flat metadata, so keep broad previous-year route context.",2026-06-20-continuation-video-photo-pass
YV184,UTMB World Series Slovenia 2024 Julian Alps,https://www.youtube.com/watch?v=pbjycURUq4o,race YouTube video,2024,previous-year Julian Alps race context,0,124.5,race-media-context,race video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Nonduplicate video explicitly titled UTMB World Series Slovenia 2024 Julian Alps; retain as previous-year broad race imagery until frames are localized.,2026-06-20-continuation-video-photo-pass
YV185,Julian Alps Trail Run by UTMB race-cancelled Hungarian vlog,https://www.youtube.com/watch?v=0XYEfHRVf-A,runner/travel YouTube vlog,2023,race-weekend/location context; race cancelled caveat,0,124.5,race-media-context-low,race-weekend visual context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,"Hungarian vlog title explicitly names Julian Alps Trail Run by UTMB but says race cancelled; retain only as event/location context, not course-running proof.",2026-06-20-continuation-video-photo-pass
YV186,Martin Jor finish at Julian Alps Trail Run,https://www.youtube.com/watch?v=MHwdY6HpNLo,finish-line YouTube clip,unknown,Kranjska Gora finish-line context,123.5,124.5,finish-area-context,finish-area race video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Short Czech finish-line clip; useful only for Kranjska Gora finish/town hard-surface context.,2026-06-20-continuation-video-photo-pass
YV187,Julian Alps Trail Run 30km 2021,https://www.youtube.com/watch?v=xQZKnOQ_mnY,older shorter-race YouTube video,2021,older shorter-course / Kranjska Gora race context,117,124.5,older-overlap-low,older short-course race video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,"Older 30 km race video; route may only overlap finish/final-area terrain, so retain with low overlap confidence.",2026-06-20-continuation-video-photo-pass
YV188,Julian Alps Trail Run by UTMB 2023 registrations are open,https://www.youtube.com/watch?v=8qZcDniIf4Q,official YouTube video,2023,official older promo/course context,0,124.5,promo-broad,official promo video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Nonduplicate UTMB World Series promo result; older broad visual context only.,2026-06-20-continuation-video-photo-pass
YV189,Julian Alps Trail Run by UTMB 2022 UTMB World Series event,https://www.youtube.com/watch?v=srH_lW-68yk,official YouTube video,2022,official older promo/course context,0,124.5,older-broad,official older event video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Nonduplicate official channel 2022 event clip surfaced by fresh search; broad older visual context only.,2026-06-20-continuation-video-photo-pass
YV190,Julian Alps Trail Run by UTMB 2023 Are you joining us,https://www.youtube.com/watch?v=PxGRaBnyi2Q,official YouTube video,2023,official older promo/course context,0,124.5,promo-broad,official promo video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,"Short official 2023 promo candidate; retain as broad source-linked imagery, not meter-level proof.",2026-06-20-continuation-video-photo-pass
YV191,Trasa Julian Alps Trail 25 km,https://www.youtube.com/watch?v=Oyn7_UV1DRI,shorter-route YouTube video,unknown,25K / Kranjska Gora final-area course context,117,124.5,race-media-context-low-medium,shorter-course route video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Polish RanTrip route video for the 25 km race; useful for final-area/Kranjska Gora surface context only.,2026-06-20-continuation-video-photo-pass
YV192,Julian Alps Trail 15K with views of the Julian Alps,https://www.youtube.com/watch?v=MSe0u6my3II,shorter-route YouTube video,unknown,15K / Kranjska Gora final-area course context,122.5,124.5,race-media-context-low,shorter-course route video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Polish 15K route video; retain only for finish-area and Kranjska Gora local trail context.,2026-06-20-continuation-video-photo-pass
YV193,Kranjska Gora Trail Run 2019,https://www.youtube.com/watch?v=XPO5imTMxQ8,older event YouTube video,2019,older Kranjska Gora Trail Run final-area context,117,124.5,older-event-context,older event video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,"Short Slovenia Outdoor older Kranjska Gora Trail Run video; predecessor-event visual context, not current-route proof.",2026-06-20-continuation-video-photo-pass
YV194,Julian Alps Sky Race - Slovenia,https://www.youtube.com/watch?v=xoima5Dbbks,race YouTube video,unknown,shorter Julian Alps sky-race context,117,124.5,race-media-context-low-medium,shorter-race video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Nonduplicate sky-race result with Julian Alps/Slovenia title. Retain as short-course/final-area context pending route comparison.,2026-06-20-continuation-video-photo-pass
YV195,Running in Slovenia: Kranjska Gora virtual run,https://www.youtube.com/watch?v=mQGs3hAJUaQ,local running YouTube video,unknown,Kranjska Gora town/final corridor,122.5,124.5,same-location-medium,local running video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,"RunVirtual Kranjska Gora video; useful same-town running-surface context for finish corridor, not race-specific.",2026-06-20-continuation-video-photo-pass
YV196,Mojstrana 4K virtual walk,https://www.youtube.com/watch?v=ph8pKjWS-kc,local walking YouTube video,unknown,Mojstrana / Dovje settlement context,103,107,same-location-medium,local settlement video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,4K virtual walk in Mojstrana; useful for late descent/settlement road-surface context near Dovje/Mojstrana.,2026-06-20-continuation-video-photo-pass
YV197,Juliana Trail ep. 2 Jesenice-Begunje-Bled,https://www.youtube.com/watch?v=dcUC3TX9iA4,local trail-stage YouTube video,unknown,Bled / Jesenice / route-adjacent transition context,44,60,adjacent-route-medium,local trail-stage video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Nonduplicate Juliana Trail stage source around Jesenice-Begunje-Bled; route-adjacent context for Bled/Zirovnica transition only.,2026-06-20-continuation-video-photo-pass
YV198,Julian Alps - Juliana Trail timelapses,https://www.youtube.com/watch?v=_2hwGDo4_L0,local trail/timelapse YouTube video,2022,Juliana Trail / Julian Alps route-adjacent context,0,124.5,adjacent-context-low-medium,local route-adjacent video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,Timelapse source for Juliana Trail/Julian Alps. Retain as low-medium route-adjacent visual context; not race-specific.,2026-06-20-continuation-video-photo-pass
YV199,"Kranjska Gora, Planica Valley and Tamar Valley",https://www.youtube.com/watch?v=nSbou-gIKlA,local scenic YouTube video,unknown,Kranjska Gora area context,122.5,124.5,same-location-low-medium,local area video context,public YouTube search result; individual metadata fetch hit HTTP 429,thumbnail/autostill plus video review candidate,main multilingual third-party video search,"Short Kranjska Gora/Planica/Tamar local video; useful only as final-area geographic context, not route-proof.",2026-06-20-continuation-video-photo-pass
YV200,I DNF SLOVENIA - Julian Alps 2K25 by UTMB,https://www.youtube.com/watch?v=dYsDer2vj6Y,runner YouTube video,2025,"Julian Alps by UTMB race footage, distance unclear / DNF",0,124.5,race-media-context,runner race video context,public YouTube flat-search/oEmbed; individual metadata fetch hit bot challenge,thumbnail/autostill plus video review candidate,main follow-on YouTube DNF/2K25 search,"New nonduplicate 2025 Julian Alps by UTMB DNF video surfaced by targeted yt-dlp flat-search. Distance and section coverage are unclear until frame-audited; retain as race visual candidate, not current 120K proof.",2026-06-20-continuation-video-photo-pass
YV201,Julian Alps by UTMB: Co se stalo?,https://www.youtube.com/watch?v=7I-MihLy1Vc,runner YouTube video,2025,"Julian Alps by UTMB race footage, distance unclear",0,124.5,race-media-context,runner race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Godel adversarial Czech/Polish DNF search follow-up,Nonduplicate Czech-language Julian Alps by UTMB video lead from Prepaleno. oEmbed and public thumbnail variants are harvestable; distance and section coverage remain unclear until frame-audited.,2026-06-20-continuation-video-photo-pass
YV202,Julian Alps Trail Run (JAT) 2025 (SL) - Vlog Day 4 - RACE DAY!,https://www.youtube.com/watch?v=ZJieB4Uefn8,runner YouTube vlog,2025,"Julian Alps Trail Run race-day footage, distance unclear",0,124.5,race-media-context,runner race vlog context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,House Chochlaus race-day vlog lead is an exact nonduplicate and oEmbed-confirmed. Keep broad until frames are audited for distance and section coverage.,2026-06-20-continuation-video-photo-pass
YV203,Julian Alps Trail Run by UTMB,https://www.youtube.com/watch?v=gEn9eTHhnWY,runner YouTube video,unknown,"Julian Alps Trail Run by UTMB race/event footage, distance unclear",0,124.5,race-media-context,runner race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Shaba Labadibadu title-matched event video is nonduplicate. Route localization remains broad until frames are audited.,2026-06-20-continuation-video-photo-pass
YV204,AT the Julien Alps Trail Run,https://www.youtube.com/watch?v=zs4X9DG9zA4,runner YouTube video,unknown,"Julian Alps Trail Run race/event footage, distance unclear",0,124.5,race-media-context-low-medium,runner race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Title appears to misspell Julian but oEmbed confirms a nonduplicate Julian Alps Trail Run lead; retain as broad race-media context pending frame audit.,2026-06-20-continuation-video-photo-pass
YV205,running a 36km utmb race with zero training,https://www.youtube.com/watch?v=MUkqo4tc-Cg,runner YouTube vlog,unknown,shorter-distance Julian Alps by UTMB race context,117.1,124.5,shorter-overlap-low-medium,shorter-race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,"Willem Explores full race vlog paired with a Julian Alps 34 km trailer; likely shorter-course/final-area context, not current 120K proof.",2026-06-20-continuation-video-photo-pass
YV206,"Running 34km in the Julian Alps with no practise, full vid tonight! (Trailer)",https://www.youtube.com/watch?v=xWp4fKwKTCg,runner YouTube trailer,unknown,shorter-distance Julian Alps by UTMB race context,117.1,124.5,shorter-overlap-low-medium,shorter-race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Trailer for the Willem Explores shorter-distance race video; retain for exhaustive visual-source accounting with shorter-course caveat.,2026-06-20-continuation-video-photo-pass
YV207,Kelly's first trail race-Julian Alps 25km,https://www.youtube.com/watch?v=-AhK4IWeV68,runner YouTube short,unknown,Julian Alps 25K / Kranjska Gora final-area context,117.1,124.5,shorter-overlap-low,shorter-race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,25K race clip is useful only for final-area/short-course context unless frame audit proves overlap with the 120K route.,2026-06-20-continuation-video-photo-pass
YV208,Julian Alps Trail Falls,https://www.youtube.com/watch?v=2pHAXWNSKwg,runner YouTube clip,unknown,"Julian Alps Trail race clip, distance and section unclear",0,124.5,race-media-context-low-medium,runner race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Short race/fall clip is exact-title relevant but section-unclear; retain for duplicate/frame review rather than surface claims.,2026-06-20-continuation-video-photo-pass
YV209,"The epic start of the Julian Alps 100k Ultra Sky Trail in Radovljica, Slovenia I JAT 2023",https://www.youtube.com/watch?v=fyKh8tT7AqA,official YouTube short,2023,Radovljica 100K start / start-town surface context,0,1.5,official-start-context,official start-area video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Official 2023 100K start short anchors Radovljica start visuals; older distance/year but strong start-area provenance.,2026-06-20-continuation-video-photo-pass
YV210,"More passion, more energy! | Fun vibes at the 100km Ultra Sky Trail in Radovljica, Slovenia",https://www.youtube.com/watch?v=MMoPTFYKCLs,official YouTube short,2023,Radovljica 100K start / start-town event context,0,1.5,official-start-context,official start-area video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Official 2023 100K Radovljica start short; retain as start-zone/event visual context.,2026-06-20-continuation-video-photo-pass
YV211,Every Morning You Have 2 Choices | Julian Alps Ultra Trail Runners at the 100km Start,https://www.youtube.com/watch?v=-8gnvNSUj6A,official YouTube short,2023,Radovljica 100K start / start-town event context,0,1.5,official-start-context,official start-area video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,"Official 2023 100K start short; start area is useful, but older-year and not a full-course source.",2026-06-20-continuation-video-photo-pass
YV212,"Sunrise trail running in Slovenian mountains | Mount Stol, Slovenia",https://www.youtube.com/watch?v=C66yusE4tTc,official YouTube short,unknown,Mount Stol / high Karawanks route-section context,59.9,78.0,same-location-medium-high,official route-section video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,"Official Mount Stol short gives high-value same-location visual context for the Stol block, but frame-level race-line matching is still required.",2026-06-20-continuation-video-photo-pass
YV213,Don't check the weather they said. #rainyday #julianalpstrailrun22,https://www.youtube.com/watch?v=UMix42-fFsE,official YouTube short,2022,rainy Julian Alps Trail Run event/course context,0,124.5,older-weather-context,official rainy race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,"Official rainy 2022 clip is useful for wet-condition visual context, not current-route meter proof.",2026-06-20-continuation-video-photo-pass
YV214,POV: Stunning views of Julian Alps | Julian Alps Trail Run by UTMB,https://www.youtube.com/watch?v=yze2o1hYlSc,official YouTube short,unknown,official Julian Alps Trail Run POV/views context,0,124.5,official-broad,official POV video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Official POV/views short is broad but nonduplicate; retain for frame review and visual catalog completeness.,2026-06-20-continuation-video-photo-pass
YV215,Thrilling trail run moments you will remember forever | Julian Alps Trail Run Slovenia,https://www.youtube.com/watch?v=m-ldjoroxo0,official YouTube short,unknown,official Julian Alps Trail Run moments context,0,124.5,official-broad,official race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Official broad trail-run moments clip is retained for exhaustive official short-form coverage pending frame localization.,2026-06-20-continuation-video-photo-pass
YV216,Finishing 170km ultra trail after two nights in the Julian Alps,https://www.youtube.com/watch?v=iH8cCBVnZZU,official YouTube short,unknown,Kranjska Gora finish / long-distance event context,123.5,124.5,finish-area-context,official finish video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,"Official 170K finish clip is finish-area/event evidence only; useful for Kranjska Gora finish visuals, not route surface before town.",2026-06-20-continuation-video-photo-pass
YV217,When you decide to run 100 miles for the first time and you win,https://www.youtube.com/watch?v=ikgFo9vQj2s,official YouTube short,unknown,100-mile win / finish or race-event context,0,124.5,official-broad,official race video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Official 100-mile win clip is route/event relevant but not section-localized from metadata; keep broad pending frame audit.,2026-06-20-continuation-video-photo-pass
YV218,Spring Views in the Slovenian Alps | Karawanks | Trail Running Views in Slovenia,https://www.youtube.com/watch?v=OBsJ_mTmFeE,official YouTube short,unknown,Karawanks trail-running views / late high-route context,77.4,106.2,same-location-medium,official Karawanks video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,Official Karawanks views clip improves late high-route visual context but remains broad until frames are matched to route anchors.,2026-06-20-continuation-video-photo-pass
YV219,Experience the ultimate trail running adventure in Slovenia this September I UTMB World Series 2023,https://www.youtube.com/watch?v=ji0xawNFm58,official YouTube video,2023,official older Julian Alps Trail Run adventure/promo context,0,124.5,official-broad,official promo video context,public YouTube oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus video review candidate,Euler adversarial video/race-vlog audit,"Official 2023 adventure promo is broad older event visual context; retain for source exhaustion, not section-level proof.",2026-06-20-continuation-video-photo-pass
YV220,Trailer | WHERE THE IBEX RUN | A story of the Julian Alps Trail Run by UTMB,https://www.youtube.com/watch?v=oL1pFZATRyM,official YouTube video,2024,official documentary trailer / route-wide context,0,124.5,official-broad,official documentary trailer context,public YouTube channel inventory; direct frame extraction still gated,thumbnail/autostill plus video review candidate,official channel inventory continuation,Official channel flat inventory found this documentary trailer missing from the v3 source list. Retain for exhaustive official-video accounting; route proof requires frame localization.,
YV221,Julian Alps Trail Run 24.-26. 9. 2021,https://www.youtube.com/watch?v=2T169RiYGtE,official YouTube video,2021,older official event-wide context,0,124.5,older-broad,official older event video context,public YouTube channel inventory; direct frame extraction still gated,thumbnail/autostill plus video review candidate,official channel inventory continuation,"Official channel flat inventory found this older event clip missing from the v3 source list. Retain as older broad course/event context, not current route proof.",
YV222,Julian Alps Trail Run I 24.-26. 9. 2021,https://www.youtube.com/watch?v=e6XK7UbT3io,official YouTube video,2021,older official event-wide context,0,124.5,older-broad,official older event video context,public YouTube channel inventory; direct frame extraction still gated,thumbnail/autostill plus video review candidate,official channel inventory continuation,"Official channel flat inventory found this second older 2021 event clip missing from the v3 source list. Retain as older broad course/event context, not current route proof.",
YV223,Interview with Kristijan Tramte | Julian Alps Trail Run by UTMB 2025,https://www.youtube.com/watch?v=Jo-gt-4iQtI,official YouTube interview,2025,official 2025 race/interview context,0,124.5,race-media-context-low,official interview/race-context thumbnail,public official YouTube RSS; direct frame extraction still gated,thumbnail/autostill plus video review candidate,official RSS reconciliation continuation,"Public official RSS still exposes this 2025 interview as a nonduplicate upload. Retain for exhaustive official-channel accounting, but treat as low route-surface value unless frames are later localized to the course.",
YV224,"Alexander Badowski, our 2023 100km Ultra Sky Trail Winner",https://www.youtube.com/shorts/7Pm7U0C0TwM,official YouTube short,2023,100K winner / older race-event context,44.0,124.5,older-overlap-low,official winner/race-context short,public YouTube Shorts oEmbed and thumbnail endpoints; direct frame extraction still gated,thumbnail/autostill plus Shorts review candidate,official Shorts reconciliation continuation,"Official Shorts oEmbed validates this nonduplicate older 100K winner clip. Retain for official-channel completeness and possible race B-roll, but do not treat as current route-surface proof.",
